,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Average_Sales_Game,Sales_Per_Platform,Average_Sales_Per_Year,SK_Game
10507,10509,Zombie Army Trilogy,XOne,2015,Shooter,Rebellion Developments,0.04,0.05,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10507
10508,10510,Beyond Good & Evil,XB,2003,Adventure,Ubisoft,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10508
10509,10511,Blitz: The League II,X360,2008,Sports,Midway Games,0.08,0.01,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10509
10510,10512,Death By Degrees,PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10510
10511,10513,Vandal Hearts II,PS,1999,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10511
10512,10514,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,0.0,0.0,0.1,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10512
10513,10515,Samurai Warriors Chronicles 2nd,3DS,2012,Action,Ubisoft Annecy,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10513
10514,10516,Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,0.06,0.03,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10514
10515,10517,Toaru Majutsu no Index,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10515
10516,10518,Dora's Cooking Club,DS,2010,Misc,Take-Two Interactive,0.08,0.01,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10516
10517,10519,ESA Game Pack,PS3,2010,Misc,Sony Computer Entertainment,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10517
10518,10520,America's Next Top Model,DS,2008,Action,Eidos Interactive,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10518
10519,10521,God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.01,0.09,0.0,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10519
10520,10522,Uta no Prince-Sama: Music,PSP,2011,Misc,Broccoli,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10520
10521,10523,UNO / Skip-Bo / UNO Freefall,DS,2006,Misc,Zoo Digital Publishing,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10521
10522,10524,Culdcept DS,DS,2008,Strategy,Sega,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10522
10523,10525,Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10523
10524,10526,Monster Jam: Maximum Destruction,GBA,2002,Racing,Ubisoft,0.07,0.03,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10524
10525,10527,The King of Fighters: Dream Match 1999,DC,1999,Fighting,SNK,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10525
10526,10528,FIFA Street,XB,2005,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10526
10527,10529,Truth or Lies,Wii,2010,Misc,THQ,0.04,0.05,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10527
10528,10530,Weiss Schwarz Portable,PSP,2011,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10528
10529,10531,Kirarin * Revolution: Mezase! Idol Queen,DS,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10529
10530,10532,Dungeons & Dragons Tactics,PSP,2007,Strategy,Atari,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10530
10531,10533,X-Men: Children of the Atom,PS,1998,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10531
10532,10534,Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10532
10533,10535,Dora & Kai-Lan's Pet Shelter,DS,2011,Strategy,Take-Two Interactive,0.08,0.01,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10533
10534,10536,DJ Max Fever,PSP,2009,Misc,PM Studios,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10534
10535,10537,Math Blaster in the Prime Adventure,DS,2009,Misc,Majesco Entertainment,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10535
10536,10538,Football Director DS,DS,2008,Sports,Pinnacle,0.0,0.1,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10536
10537,10539,Shellshock,PS,1995,Action,Core Design Ltd.,0.06,0.04,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10537
10538,10540,Blue Stinger,DC,1999,Adventure,Activision,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10538
10539,10541,Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,0.05,0.0,0.04,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10539
10540,10542,The Destiny of Zorro,Wii,2009,Action,505 Games,0.1,0.0,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10540
10541,10543,Hot Wheels Ultimate Racing,PSP,2007,Action,Activision,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10541
10542,10544,Capcom vs. SNK 2 EO,XB,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10542
10543,10545,Inazuma Eleven GO Strikers 2013,Wii,2012,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10543
10544,10546,Metal Gear Solid HD Edition,PS3,2011,Action,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10544
10545,10547,Hunter: The Reckoning,GC,2002,Action,Virgin Interactive,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10545
10546,10548,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,2007,Misc,Paon,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10546
10547,10549,Urban Chaos,PS,1999,Action,Eidos Interactive,0.06,0.04,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10547
10548,10550,Creeper World 3: Arc Eternal,Wii,2009,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10548
10549,10551,Monkey Mischief! Party Time,Wii,2008,Misc,Activision,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10549
10550,10552,Draglade,DS,2007,Fighting,505 Games,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10550
10551,10553,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2007,Misc,Shogakukan,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10551
10552,10554,Water Sports,Wii,2009,Action,Avanquest,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10552
10553,10555,Freaky Flyers,PS2,2003,Racing,Midway Games,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10553
10554,10556,Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10554
10555,10557,E·O·E: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10555
10556,10558,Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.03,0.06,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10556
10557,10559,Dark Summit,XB,2001,Sports,THQ,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10557
10558,10560,Penguin no Mondai: The World,DS,2010,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10558
10560,10562,Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,0.05,0.04,0.0,0.02,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10560
10561,10563,Flushed Away,DS,2006,Platform,D3Publisher,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10561
10562,10564,Surf's Up,X360,2007,Sports,Ubisoft,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10562
10563,10565,Hakuouki Portable,PSP,2009,Adventure,Idea Factory,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10563
10564,10566,NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10564
10565,10567,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009,Role-Playing,Bethesda Softworks,0.09,0.01,0.0,0.01,0.1,0.10999999999999999,1.0999999999999999,0.0035483870967741933,0.002564102564102564,10565
10566,10568,Cabela's Adventure Camp,X360,2011,Misc,Activision,0.07,0.02,0.0,0.01,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10566
10567,10569,KORG DS-10 Synthesizer Plus,DS,2009,Misc,AQ Interactive,0.08,0.0,0.02,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10567
10568,10570,World Snooker Championship 2007,PS3,2007,Sports,Sega,0.0,0.1,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10568
10569,10571,X-Men: The Official Game,XB,2006,Action,Activision,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10569
10570,10572,RLH: Run Like Hell,PS2,2002,Shooter,Virgin Interactive,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10570
10571,10573,Digimon Adventure,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10571
10572,10574,Doom 3,PC,2004,Shooter,Activision,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10572
10573,10575,The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10573
10574,10576,Conflict: Global Terror,XB,2005,Shooter,SCi,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10574
10575,10577,Minority Report: Everybody Runs,GC,2002,Action,Activision,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10575
10576,10578,Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10576
10577,10579,Project Hacker: Kakusei,DS,2006,Action,Nintendo,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10577
10578,10580,Pajama Sam: Don't Fear The Dark,Wii,2008,Adventure,Atari,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10578
10579,10581,GRID Autosport,X360,2014,Racing,Codemasters,0.03,0.06,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10579
10580,10582,World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,Activision,0.08,0.01,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10580
10581,10583,Wasteland 2,PS4,2015,Role-Playing,Deep Silver,0.07,0.0,0.01,0.02,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10581
10582,10584,Guitar Hero: Van Halen,PS2,2009,Misc,Activision,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10582
10583,10585,Olympic Summer Games: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.06,0.04,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10583
10584,10586,Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10584
10585,10587,Disney's The Haunted Mansion,GC,2003,Platform,Take-Two Interactive,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10585
10586,10588,Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10586
10587,10589,Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,0.08,0.01,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10587
10588,10590,Darius Gaiden,SAT,1995,Shooter,Acclaim Entertainment,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10588
10589,10591,All Kamen Rider: Rider Generation 2,DS,2012,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10589
10590,10592,Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10590
10591,10593,Total War: WARHAMMER,PC,2016,Strategy,Sega,0.0,0.1,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10591
10592,10594,Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,0.07,0.02,0.0,0.02,0.1,0.11000000000000001,1.1,0.003548387096774194,0.002564102564102564,10592
10593,10595,You Don't Know Jack: Mock 2,PS,2000,Misc,Vivendi Games,0.06,0.04,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10593
10594,10596,Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,0.1,0.09,0.8999999999999999,0.0029032258064516127,0.002564102564102564,10594
10595,10597,3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,0.06,0.04,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10595
10596,10598,[Prototype 2],PC,2012,Action,Activision,0.07,0.02,0.0,0.01,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10596
10597,10599,NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10597
10598,10600,Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10598
10599,10601,Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1,0.09,0.8999999999999999,0.0029032258064516127,0.002564102564102564,10599
10600,10602,Rolling Stone: Drum King,Wii,2009,Misc,505 Games,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10600
10601,10603,Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10601
10602,10604,Lord of Apocalypse,PSV,2011,Role-Playing,Square Enix,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10602
10603,10605,Bejeweled Twist,DS,2010,Puzzle,PopCap Games,0.0,0.09,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10603
10604,10606,Rock Band 3,DS,2010,Misc,MTV Games,0.09,0.01,0.0,0.01,0.1,0.10999999999999999,1.0999999999999999,0.0035483870967741933,0.002564102564102564,10604
10605,10607,Kabushiki Baibai Trainer: Kabutore!,DS,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10605
10606,10608,Sword & Sorcery,SAT,1996,Role-Playing,Micro Cabin,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10606
10607,10609,Van Helsing,GBA,2004,Action,Activision,0.07,0.03,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10607
10608,10610,NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10608
10609,10611,Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10609
10610,10612,NBA Live 16,XOne,2015,Sports,Electronic Arts,0.08,0.01,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10610
10611,10613,Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10611
10612,10614,Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10612
10613,10615,USA Today Puzzle Craze,DS,2009,Puzzle,Destineer,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10613
10614,10616,Machi-Ing Maker 3 x Tousouchuu,PSP,2010,Simulation,D3Publisher,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10614
10615,10617,Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10615
10616,10618,SNK vs. Capcom: SVC Chaos,XB,2004,Fighting,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10616
10617,10619,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10617
10618,10620,Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997,Shooter,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10618
10619,10621,Vanishing Point,PS,2001,Racing,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10619
10620,10622,SCORE International Baja 1000: The Official Game,Wii,2008,Racing,Activision,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10620
10621,10623,Dragonseeds,PS,1998,Action,Jaleco,0.03,0.02,0.04,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10621
10622,10624,The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10622
10623,10625,Opoona,Wii,2007,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10623
10624,10626,Big League Sports,Wii,2008,Sports,Activision,0.09,0.01,0.0,0.01,0.1,0.10999999999999999,1.0999999999999999,0.0035483870967741933,0.002564102564102564,10624
10625,10627,nail'd,X360,2010,Racing,Deep Silver,0.08,0.02,0.0,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10625
10626,10628,Nodame Cantabile,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10626
10627,10629,Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10627
10628,10630,Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10628
10629,10631,L'Aigle de Guerre,GBA,2001,Strategy,Nintendo,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10629
10630,10632,Jeopardy!,N64,1998,Misc,GameTek,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10630
10631,10633,Disney's Donald Duck: Goin' Quackers,N64,2000,Platform,Ubisoft,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10631
10632,10634,Aidyn Chronicles: The First Mage,N64,2001,Role-Playing,THQ,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10632
10633,10635,Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.1,0.11,1.0999999999999999,0.0035483870967741938,0.002564102564102564,10633
10634,10636,Virtual Pool 64,N64,1998,Sports,Crave Entertainment,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10634
10635,10637,Indy Racing 2000,N64,2000,Racing,Infogrames,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10635
10636,10638,Flying Dragon,N64,1997,Fighting,Natsume,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10636
10637,10639,International Superstar Soccer 64 (weekly JP sales),N64,1997,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.05,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10637
10638,10640,Lode Runner 3-D,N64,1998,Action,Infogrames,0.08,0.02,0.0,0.0,0.1,0.1,1.0,0.0032258064516129032,0.002564102564102564,10638
10639,10641,The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision,0.09,0.0,0.0,0.01,0.1,0.09999999999999999,0.9999999999999999,0.003225806451612903,0.002564102564102564,10639
